materiale,temperatura_estrusore,temperatura_piatto,velocita_stampa,umidita_ambientale,usura_motore,livello_vibrazioni,tempo_stampa_ore,sintomi,guasto
PC,164,53,125,63,4451,31,46.6,VentolaRumorosa,GuastoTermico
PETG,191,72,138,56,5727,30,87.7,LayerSpostati;TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
ASA,225,45,141,66,3687,40,41.5,PiattoFreddo,ProblemaAdesione
ABS,203,68,183,72,4803,60,40.4,TicchettioEstrusore,GuastoMeccanico
TPU,231,23,48,61,2163,24,93.4,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PETG,283,69,125,48,3645,35,57.6,TempInstabile;PiattoFreddo,GuastoTermico
PLA,194,68,60,69,3899,10,5.2,Warping;HomeFallito;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PC,222,47,116,56,5149,51,54.0,LayerSpostati;HomeFallito,GuastoMeccanico
NYLON,200,48,108,41,3591,42,39.6,TicchettioEstrusore;SottoEstrusione;HomeFallito,GuastoMeccanico
PLA,227,62,198,37,3826,59,45.7,LayerSpostati;TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
PLA,218,56,71,72,1732,5,55.4,TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
PETG,230,41,110,53,2207,20,18.6,TempInstabile;VentolaRumorosa,ProblemaElettrico
PETG,233,26,46,70,3371,23,59.2,Warping;TicchettioEstrusore;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ASA,212,79,146,48,1668,13,56.7,SchermoNero;VentolaRumorosa,GuastoTermico
PC,190,79,128,54,5628,43,7.1,LayerSpostati;SottoEstrusione;HomeFallito,GuastoMeccanico
ABS,237,43,54,39,650,12,25.8,TempInstabile;TempTroppoAlta;VentolaRumorosa,GuastoTermico
ASA,222,78,45,57,2322,15,46.4,TempInstabile;VentolaRumorosa,GuastoTermico
ABS,192,57,134,55,6292,34,65.3,LayerSpostati;TicchettioEstrusore;HomeFallito,GuastoMeccanico
PLA,225,54,150,45,3467,56,83.4,RumoreCinghia;TicchettioEstrusore;HomeFallito,GuastoMeccanico
ABS,238,55,46,32,1592,12,54.1,LayerSpostati;TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
ASA,238,74,141,54,5546,31,6.1,LayerSpostati;TicchettioEstrusore;HomeFallito,GuastoMeccanico
ABS,270,75,120,45,1016,20,4.4,TempInstabile;TempTroppoAlta;PiattoFreddo;SchermoNero,GuastoTermico
ASA,221,76,135,37,5023,48,32.2,TicchettioEstrusore;SottoEstrusione;HomeFallito,GuastoMeccanico
PC,234,66,86,33,2814,21,24.5,TicchettioEstrusore,GuastoMeccanico
ASA,234,56,97,95,2526,6,34.4,HomeFallito;SchermoNero,ProblemaElettrico
NYLON,207,39,77,66,236,9,75.4,Warping;TicchettioEstrusore,ProblemaAdesione
NYLON,203,23,121,59,270,16,82.9,Warping;FilamentoNonEsce,ProblemaAdesione
PETG,206,48,108,78,244,23,77.5,Warping;PiattoFreddo;HomeFallito,ProblemaAdesione
PLA,253,75,103,79,4246,25,57.7,TicchettioEstrusore;PiattoFreddo,GuastoTermico
PC,204,41,131,52,1858,19,30.0,PiattoFreddo;HomeFallito,ProblemaAdesione
ASA,150,42,126,54,4186,45,69.1,TempInstabile,GuastoTermico
PETG,222,43,61,61,3144,14,80.7,Warping,ProblemaAdesione
ASA,218,58,148,33,3531,59,49.5,RumoreCinghia;SottoEstrusione,GuastoMeccanico
TPU,230,42,116,74,2127,7,94.7,TempInstabile;OdoreBruciato;SchermoNero,ProblemaElettrico
ASA,213,53,118,73,1429,24,16.1,TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
ASA,235,79,58,73,2130,20,73.8,LayerSpostati;SottoEstrusione,GuastoMeccanico
PETG,208,49,63,51,3975,13,67.9,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ABS,288,63,65,43,4863,10,66.8,TempTroppoAlta,GuastoTermico
PLA,202,31,115,55,1481,24,39.8,FilamentoNonEsce,ProblemaAdesione
NYLON,196,61,85,34,3556,5,87.7,TempInstabile;OdoreBruciato,ProblemaElettrico
PLA,211,61,112,37,2336,19,21.4,VentolaRumorosa,GuastoTermico
ASA,238,48,102,79,2578,15,55.6,HomeFallito;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ABS,226,49,140,59,5373,40,9.9,LayerSpostati;TicchettioEstrusore;HomeFallito,GuastoMeccanico
PC,199,62,138,66,2603,14,63.2,TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
ABS,230,80,42,71,3244,23,23.3,TempInstabile;TempTroppoAlta;VentolaRumorosa,GuastoTermico
ASA,202,77,136,57,1720,23,64.5,RumoreCinghia;LayerSpostati;HomeFallito,GuastoMeccanico
NYLON,240,41,157,67,5477,49,26.0,SottoEstrusione;HomeFallito,GuastoMeccanico
ASA,214,73,113,35,350,24,24.4,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
ASA,219,61,55,54,3943,23,58.4,TempInstabile;PiattoFreddo;VentolaRumorosa,GuastoTermico
PETG,214,73,51,59,3675,13,94.5,TicchettioEstrusore;HomeFallito,GuastoMeccanico
ASA,229,73,82,70,2615,16,20.0,OdoreBruciato;HomeFallito,ProblemaElettrico
PETG,192,43,103,62,2032,5,49.1,TempInstabile;TempTroppoAlta;PiattoFreddo,GuastoTermico
PETG,285,69,105,79,4980,20,50.4,TempTroppoAlta;VentolaRumorosa,GuastoTermico
NYLON,156,41,57,31,1629,11,29.0,TempInstabile,GuastoTermico
PETG,225,38,117,64,1941,22,28.4,Warping;PiattoFreddo,ProblemaAdesione
NYLON,166,61,141,55,3428,59,94.9,PiattoFreddo,GuastoTermico
ASA,221,54,143,62,3990,36,52.9,LayerSpostati;HomeFallito,GuastoMeccanico
ABS,234,79,136,64,1278,17,47.2,TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
PC,211,45,144,61,2700,21,36.1,Warping,ProblemaAdesione
NYLON,275,58,78,68,3668,19,71.1,VentolaRumorosa,GuastoTermico
TPU,230,54,184,58,6052,42,64.1,RumoreCinghia;LayerSpostati;HomeFallito,GuastoMeccanico
TPU,153,73,69,71,2141,18,94.1,TempInstabile;HomeFallito,GuastoTermico
PLA,202,50,193,70,4630,40,89.9,RumoreCinghia,GuastoMeccanico
ASA,271,63,84,67,1050,25,28.4,TempInstabile;VentolaRumorosa,GuastoTermico
PLA,232,58,91,48,1870,22,44.7,TempInstabile;HomeFallito,ProblemaElettrico
PETG,228,56,135,79,2153,20,27.1,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,195,47,138,85,3783,41,83.0,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PETG,229,55,99,93,463,18,95.1,TempInstabile;TicchettioEstrusore;HomeFallito;SchermoNero,ProblemaElettrico
PLA,194,79,116,54,2432,19,50.6,FilamentoNonEsce;SchermoNero,ProblemaAdesione
TPU,205,54,92,69,3787,14,13.7,Warping;FilamentoNonEsce,ProblemaAdesione
TPU,220,27,99,77,248,12,47.7,FilamentoNonEsce,ProblemaAdesione
ASA,230,67,145,88,1815,22,77.4,TempInstabile;HomeFallito,ProblemaElettrico
TPU,212,60,144,65,2721,12,32.8,TicchettioEstrusore;HomeFallito,GuastoMeccanico
PETG,216,47,49,31,2041,14,94.6,LayerSpostati;SottoEstrusione;HomeFallito,GuastoMeccanico
ABS,214,61,72,77,2227,5,39.7,RumoreCinghia;HomeFallito,GuastoMeccanico
ASA,216,59,80,94,3450,14,65.7,TempInstabile;TicchettioEstrusore;OdoreBruciato;SchermoNero,ProblemaElettrico
NYLON,205,20,145,66,2966,18,18.0,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PC,168,75,95,53,4013,6,33.5,VentolaRumorosa,GuastoTermico
